State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g)
Idaho,ID,2020,F,Unknown or Not Stated,-9,62,29.0,3052.9
Idaho,ID,2020,M,8th grade or less,1,202,30.5,3336.6
Idaho,ID,2020,M,9th through 12th grade with no diploma,2,867,24.5,3223.5
Idaho,ID,2020,M,High school graduate or GED completed,3,2801,26.4,3305.0
Idaho,ID,2020,M,"Some college credit, but not a degree",4,2630,27.9,3346.1
Idaho,ID,2020,M,"Associate degree (AA, AS)",5,1131,29.5,3388.0
Idaho,ID,2020,M,"Bachelor's degree (BA, AB, BS)",6,2643,30.4,3418.1
Idaho,ID,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,602,32.5,3404.1
Idaho,ID,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,171,33.5,3310.2
Idaho,ID,2020,M,Unknown or Not Stated,-9,73,29.0,3065.9
Idaho,ID,2021,F,8th grade or less,1,182,31.2,3205.3
Idaho,ID,2021,F,9th through 12th grade with no diploma,2,787,24.4,3144.5
Idaho,ID,2021,F,High school graduate or GED completed,3,2635,26.5,3202.8
Idaho,ID,2021,F,"Some college credit, but not a degree",4,2599,28.2,3237.1
Idaho,ID,2021,F,"Associate degree (AA, AS)",5,1135,29.4,3266.3
Idaho,ID,2021,F,"Bachelor's degree (BA, AB, BS)",6,2604,30.4,3295.0
Idaho,ID,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,651,32.7,3237.8
Idaho,ID,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,171,33.7,3201.8
Idaho,ID,2021,F,Unknown or Not Stated,-9,96,29.6,3192.4
Idaho,ID,2021,M,8th grade or less,1,217,30.6,3265.0
Idaho,ID,2021,M,9th through 12th grade with no diploma,2,843,24.9,3239.0
Idaho,ID,2021,M,High school graduate or GED completed,3,2808,26.5,3308.3
Idaho,ID,2021,M,"Some college credit, but not a degree",4,2837,28.0,3364.0
Idaho,ID,2021,M,"Associate degree (AA, AS)",5,1148,29.2,3379.5
Idaho,ID,2021,M,"Bachelor's degree (BA, AB, BS)",6,2741,30.2,3420.7
Idaho,ID,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,655,32.7,3394.6
Idaho,ID,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,210,33.9,3314.4
Idaho,ID,2021,M,Unknown or Not Stated,-9,108,29.6,3335.2
Illinois,IL,2016,F,8th grade or less,1,1993,30.8,3227.9
Illinois,IL,2016,F,9th through 12th grade with no diploma,2,6838,25.0,3099.0
Illinois,IL,2016,F,High school graduate or GED completed,3,16088,26.5,3149.0
Illinois,IL,2016,F,"Some college credit, but not a degree",4,14965,27.7,3189.6
Illinois,IL,2016,F,"Associate degree (AA, AS)",5,5905,29.9,3245.6
Illinois,IL,2016,F,"Bachelor's degree (BA, AB, BS)",6,16760,31.5,3277.1
Illinois,IL,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9196,32.9,3276.1
Illinois,IL,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2268,33.8,3234.5
Illinois,IL,2016,F,Unknown or Not Stated,-9,1496,29.9,3137.9
Illinois,IL,2016,M,8th grade or less,1,2001,30.4,3302.8
Illinois,IL,2016,M,9th through 12th grade with no diploma,2,7032,24.9,3191.6
Illinois,IL,2016,M,High school graduate or GED completed,3,16837,26.6,3260.0
Illinois,IL,2016,M,"Some college credit, but not a degree",4,15492,27.6,3302.5
Illinois,IL,2016,M,"Associate degree (AA, AS)",5,6337,29.8,3369.2
Illinois,IL,2016,M,"Bachelor's degree (BA, AB, BS)",6,17644,31.5,3396.8
Illinois,IL,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9642,33.0,3394.0
Illinois,IL,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2377,33.6,3352.6
Illinois,IL,2016,M,Unknown or Not Stated,-9,1574,29.9,3253.1
Illinois,IL,2017,F,8th grade or less,1,1716,30.8,3215.9
Illinois,IL,2017,F,9th through 12th grade with no diploma,2,6314,25.1,3114.3
Illinois,IL,2017,F,High school graduate or GED completed,3,16117,26.5,3142.9
Illinois,IL,2017,F,"Some college credit, but not a degree",4,14207,27.9,3192.3
Illinois,IL,2017,F,"Associate degree (AA, AS)",5,5675,30.0,3245.1
Illinois,IL,2017,F,"Bachelor's degree (BA, AB, BS)",6,16395,31.7,3278.5
Illinois,IL,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8876,33.0,3278.9
Illinois,IL,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2224,33.8,3228.4
Illinois,IL,2017,F,Unknown or Not Stated,-9,1572,30.0,3135.5
Illinois,IL,2017,M,8th grade or less,1,1780,30.7,3319.0
Illinois,IL,2017,M,9th through 12th grade with no diploma,2,6530,25.2,3200.4
Illinois,IL,2017,M,High school graduate or GED completed,3,16573,26.6,3249.4
Illinois,IL,2017,M,"Some college credit, but not a degree",4,15089,27.8,3300.5
Illinois,IL,2017,M,"Associate degree (AA, AS)",5,6036,29.9,3341.0
Illinois,IL,2017,M,"Bachelor's degree (BA, AB, BS)",6,17149,31.6,3397.7
Illinois,IL,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9144,33.0,3403.1
Illinois,IL,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2315,33.8,3345.7
Illinois,IL,2017,M,Unknown or Not Stated,-9,1678,30.1,3213.0
Illinois,IL,2018,F,8th grade or less,1,1504,30.7,3201.4
Illinois,IL,2018,F,9th through 12th grade with no diploma,2,5876,25.4,3085.7
Illinois,IL,2018,F,High school graduate or GED completed,3,16154,26.8,3148.6
Illinois,IL,2018,F,"Some college credit, but not a degree",4,13555,28.1,3172.6
Illinois,IL,2018,F,"Associate degree (AA, AS)",5,5613,30.0,3239.5
Illinois,IL,2018,F,"Bachelor's degree (BA, AB, BS)",6,16055,31.8,3276.9
Illinois,IL,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8668,33.2,3270.7
Illinois,IL,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2226,34.0,3219.1
Illinois,IL,2018,F,Unknown or Not Stated,-9,1044,30.4,3131.8
Illinois,IL,2018,M,8th grade or less,1,1658,30.6,3308.8
Illinois,IL,2018,M,9th through 12th grade with no diploma,2,5863,25.3,3188.0
Illinois,IL,2018,M,High school graduate or GED completed,3,16799,26.7,3248.4
Illinois,IL,2018,M,"Some college credit, but not a degree",4,14114,28.1,3291.4
Illinois,IL,2018,M,"Associate degree (AA, AS)",5,5934,30.1,3349.9
Illinois,IL,2018,M,"Bachelor's degree (BA, AB, BS)",6,17003,31.7,3388.1
Illinois,IL,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9191,33.1,3402.7
Illinois,IL,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2362,33.9,3342.2
Illinois,IL,2018,M,Unknown or Not Stated,-9,1196,30.4,3242.7
Illinois,IL,2019,F,8th grade or less,1,1398,30.9,3199.2
Illinois,IL,2019,F,9th through 12th grade with no diploma,2,5115,25.3,3091.6
Illinois,IL,2019,F,High school graduate or GED completed,3,15777,26.8,3132.8
Illinois,IL,2019,F,"Some college credit, but not a degree",4,13097,28.3,3173.7
Illinois,IL,2019,F,"Associate degree (AA, AS)",5,5446,30.0,3213.7
Illinois,IL,2019,F,"Bachelor's degree (BA, AB, BS)",6,15803,31.8,3262.2
Illinois,IL,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8630,33.3,3249.4
Illinois,IL,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2208,34.1,3244.7
Illinois,IL,2019,F,Unknown or Not Stated,-9,866,30.7,3165.2
Illinois,IL,2019,M,8th grade or less,1,1472,30.6,3327.3
Illinois,IL,2019,M,9th through 12th grade with no diploma,2,5338,25.5,3198.6
Illinois,IL,2019,M,High school graduate or GED completed,3,16644,26.8,3244.5
Illinois,IL,2019,M,"Some college credit, but not a degree",4,13655,28.3,3286.6
Illinois,IL,2019,M,"Associate degree (AA, AS)",5,5761,30.2,3352.2
Illinois,IL,2019,M,"Bachelor's degree (BA, AB, BS)",6,16523,31.9,3393.0
Illinois,IL,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9116,33.2,3378.1
Illinois,IL,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2359,33.9,3376.4
Illinois,IL,2019,M,Unknown or Not Stated,-9,920,30.8,3253.4
Illinois,IL,2020,F,8th grade or less,1,1280,31.2,3192.1
Illinois,IL,2020,F,9th through 12th grade with no diploma,2,4804,25.4,3073.6
Illinois,IL,2020,F,High school graduate or GED completed,3,15276,26.9,3137.9
Illinois,IL,2020,F,"Some college credit, but not a degree",4,12140,28.5,3173.3
Illinois,IL,2020,F,"Associate degree (AA, AS)",5,5221,30.1,3216.1
Illinois,IL,2020,F,"Bachelor's degree (BA, AB, BS)",6,15182,31.9,3270.9
Illinois,IL,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8204,33.3,3264.7
Illinois,IL,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2140,34.0,3225.9
Illinois,IL,2020,F,Unknown or Not Stated,-9,868,30.7,3133.1
Illinois,IL,2020,M,8th grade or less,1,1343,31.0,3309.5
Illinois,IL,2020,M,9th through 12th grade with no diploma,2,5010,25.3,3176.4
Illinois,IL,2020,M,High school graduate or GED completed,3,15673,26.8,3238.6
Illinois,IL,2020,M,"Some college credit, but not a degree",4,12826,28.5,3284.1
Illinois,IL,2020,M,"Associate degree (AA, AS)",5,5380,30.2,3331.2
Illinois,IL,2020,M,"Bachelor's degree (BA, AB, BS)",6,16101,31.9,3379.2
Illinois,IL,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8712,33.3,3391.6
Illinois,IL,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2240,34.1,3356.5
Illinois,IL,2020,M,Unknown or Not Stated,-9,898,30.9,3212.4
Illinois,IL,2021,F,8th grade or less,1,1185,30.5,3175.1
Illinois,IL,2021,F,9th through 12th grade with no diploma,2,4317,25.6,3082.4
Illinois,IL,2021,F,High school graduate or GED completed,3,14686,27.1,3120.0
Illinois,IL,2021,F,"Some college credit, but not a degree",4,11663,28.7,3163.9
Illinois,IL,2021,F,"Associate degree (AA, AS)",5,5156,30.3,3226.0
Illinois,IL,2021,F,"Bachelor's degree (BA, AB, BS)",6,15837,32.0,3262.8
Illinois,IL,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8547,33.4,3263.3
Illinois,IL,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2422,34.0,3233.0
Illinois,IL,2021,F,Unknown or Not Stated,-9,732,31.5,3111.7
Illinois,IL,2021,M,8th grade or less,1,1258,30.3,3290.6
Illinois,IL,2021,M,9th through 12th grade with no diploma,2,4512,25.5,3176.6
Illinois,IL,2021,M,High school graduate or GED completed,3,15262,27.0,3230.6
Illinois,IL,2021,M,"Some college credit, but not a degree",4,12160,28.7,3271.0
Illinois,IL,2021,M,"Associate degree (AA, AS)",5,5598,30.2,3333.8
Illinois,IL,2021,M,"Bachelor's degree (BA, AB, BS)",6,16922,32.0,3384.5
Illinois,IL,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8806,33.4,3374.6
Illinois,IL,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2402,34.2,3328.6
Illinois,IL,2021,M,Unknown or Not Stated,-9,724,31.3,3256.6
Indiana,IN,2016,F,8th grade or less,1,1839,28.9,3313.0
Indiana,IN,2016,F,9th through 12th grade with no diploma,2,4446,24.0,3113.6
Indiana,IN,2016,F,High school graduate or GED completed,3,11040,25.6,3166.2
Indiana,IN,2016,F,"Some college credit, but not a degree",4,8307,27.3,3215.1
Indiana,IN,2016,F,"Associate degree (AA, AS)",5,3525,29.4,3252.1
Indiana,IN,2016,F,"Bachelor's degree (BA, AB, BS)",6,7832,30.5,3306.7
Indiana,IN,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2444,32.2,3298.1
Indiana,IN,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,763,33.0,3268.1
Indiana,IN,2016,F,Unknown or Not Stated,-9,59,28.4,2804.4
Indiana,IN,2016,M,8th grade or less,1,1969,28.8,3390.8
Indiana,IN,2016,M,9th through 12th grade with no diploma,2,4688,23.9,3201.2
Indiana,IN,2016,M,High school graduate or GED completed,3,11724,25.4,3281.3
Indiana,IN,2016,M,"Some college credit, but not a degree",4,8730,27.2,3337.4
Indiana,IN,2016,M,"Associate degree (AA, AS)",5,3781,29.4,3358.8
Indiana,IN,2016,M,"Bachelor's degree (BA, AB, BS)",6,8438,30.5,3426.8
Indiana,IN,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2660,32.1,3437.4
Indiana,IN,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,769,33.5,3433.6
Indiana,IN,2016,M,Unknown or Not Stated,-9,77,29.1,3176.6
Indiana,IN,2017,F,8th grade or less,1,1914,28.6,3293.3
Indiana,IN,2017,F,9th through 12th grade with no diploma,2,4333,24.2,3095.3
Indiana,IN,2017,F,High school graduate or GED completed,3,11289,25.6,3180.0
Indiana,IN,2017,F,"Some college credit, but not a degree",4,8217,27.4,3212.9
Indiana,IN,2017,F,"Associate degree (AA, AS)",5,3468,29.6,3255.8
Indiana,IN,2017,F,"Bachelor's degree (BA, AB, BS)",6,7810,30.5,3302.7
Indiana,IN,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2488,32.2,3272.7
Indiana,IN,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,732,33.1,3270.4
Indiana,IN,2017,F,Unknown or Not Stated,-9,72,27.3,2963.1
Indiana,IN,2017,M,8th grade or less,1,1913,28.8,3407.0
Indiana,IN,2017,M,9th through 12th grade with no diploma,2,4446,24.2,3213.2
Indiana,IN,2017,M,High school graduate or GED completed,3,11876,25.6,3287.7
Indiana,IN,2017,M,"Some college credit, but not a degree",4,8433,27.4,3324.9
Indiana,IN,2017,M,"Associate degree (AA, AS)",5,3583,29.4,3353.2
Indiana,IN,2017,M,"Bachelor's degree (BA, AB, BS)",6,8233,30.5,3442.2
Indiana,IN,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2526,32.3,3430.5
Indiana,IN,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,772,33.2,3372.8
Indiana,IN,2017,M,Unknown or Not Stated,-9,65,28.2,3138.0
Indiana,IN,2018,F,8th grade or less,1,1846,28.9,3284.2
Indiana,IN,2018,F,9th through 12th grade with no diploma,2,4148,24.3,3088.6
Indiana,IN,2018,F,High school graduate or GED completed,3,11412,25.7,3172.2
Indiana,IN,2018,F,"Some college credit, but not a degree",4,7980,27.6,3205.5
Indiana,IN,2018,F,"Associate degree (AA, AS)",5,3436,29.7,3252.9
Indiana,IN,2018,F,"Bachelor's degree (BA, AB, BS)",6,7775,30.6,3318.1
Indiana,IN,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2467,32.4,3271.8
Indiana,IN,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,793,33.3,3302.8
Indiana,IN,2018,F,Unknown or Not Stated,-9,54,29.5,2922.2
Indiana,IN,2018,M,8th grade or less,1,1923,28.8,3399.2
Indiana,IN,2018,M,9th through 12th grade with no diploma,2,4305,24.2,3216.7
Indiana,IN,2018,M,High school graduate or GED completed,3,12146,25.6,3284.5
Indiana,IN,2018,M,"Some college credit, but not a degree",4,8235,27.5,3338.2
Indiana,IN,2018,M,"Associate degree (AA, AS)",5,3406,29.7,3377.6
Indiana,IN,2018,M,"Bachelor's degree (BA, AB, BS)",6,8353,30.6,3439.2
Indiana,IN,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2508,32.4,3433.2
Indiana,IN,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,808,33.3,3433.6
Indiana,IN,2018,M,Unknown or Not Stated,-9,51,29.6,3218.8
Indiana,IN,2019,F,8th grade or less,1,1857,28.7,3257.6
Indiana,IN,2019,F,9th through 12th grade with no diploma,2,4032,24.4,3090.2
Indiana,IN,2019,F,High school graduate or GED completed,3,11693,25.9,3163.4
Indiana,IN,2019,F,"Some college credit, but not a degree",4,7507,27.7,3203.1
Indiana,IN,2019,F,"Associate degree (AA, AS)",5,3139,29.6,3229.6
Indiana,IN,2019,F,"Bachelor's degree (BA, AB, BS)",6,7962,30.6,3298.2
Indiana,IN,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2339,32.4,3284.6
Indiana,IN,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,765,33.3,3260.3
Indiana,IN,2019,F,Unknown or Not Stated,-9,57,28.6,3183.7
Indiana,IN,2019,M,8th grade or less,1,1997,28.7,3393.0
Indiana,IN,2019,M,9th through 12th grade with no diploma,2,4277,24.2,3197.0
Indiana,IN,2019,M,High school graduate or GED completed,3,12300,25.8,3280.7
Indiana,IN,2019,M,"Some college credit, but not a degree",4,7881,27.7,3325.4
Indiana,IN,2019,M,"Associate degree (AA, AS)",5,3325,29.5,3336.6
Indiana,IN,2019,M,"Bachelor's degree (BA, AB, BS)",6,8295,30.5,3417.1
Indiana,IN,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2577,32.4,3405.4
Indiana,IN,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,812,33.1,3400.0
Indiana,IN,2019,M,Unknown or Not Stated,-9,44,29.3,3229.8
Indiana,IN,2020,F,8th grade or less,1,1974,28.7,3247.1
Indiana,IN,2020,F,9th through 12th grade with no diploma,2,3745,24.5,3098.2
Indiana,IN,2020,F,High school graduate or GED completed,3,11368,26.0,3163.3
Indiana,IN,2020,F,"Some college credit, but not a degree",4,7068,28.0,3201.5
Indiana,IN,2020,F,"Associate degree (AA, AS)",5,3063,29.8,3226.0
Indiana,IN,2020,F,"Bachelor's degree (BA, AB, BS)",6,7854,30.5,3285.5
Indiana,IN,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2402,32.4,3277.7
Indiana,IN,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,804,33.2,3266.8
Indiana,IN,2020,F,Unknown or Not Stated,-9,56,28.2,2889.2
Indiana,IN,2020,M,8th grade or less,1,2013,28.8,3381.3
Indiana,IN,2020,M,9th through 12th grade with no diploma,2,3884,24.4,3194.9
Indiana,IN,2020,M,High school graduate or GED completed,3,12066,26.0,3284.5
Indiana,IN,2020,M,"Some college credit, but not a degree",4,7394,27.8,3333.9
Indiana,IN,2020,M,"Associate degree (AA, AS)",5,3222,29.7,3372.3
Indiana,IN,2020,M,"Bachelor's degree (BA, AB, BS)",6,8220,30.6,3424.0
Indiana,IN,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2562,32.4,3411.5
Indiana,IN,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,860,33.3,3376.4
Indiana,IN,2020,M,Unknown or Not Stated,-9,61,29.4,3141.1
Indiana,IN,2021,F,8th grade or less,1,1883,28.6,3247.7
Indiana,IN,2021,F,9th through 12th grade with no diploma,2,3474,24.6,3076.7
Indiana,IN,2021,F,High school graduate or GED completed,3,11512,26.1,3163.5
Indiana,IN,2021,F,"Some college credit, but not a degree",4,7018,28.0,3196.0
Indiana,IN,2021,F,"Associate degree (AA, AS)",5,3203,29.8,3226.2
Indiana,IN,2021,F,"Bachelor's degree (BA, AB, BS)",6,8240,30.6,3281.6
Indiana,IN,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2599,32.4,3276.8
Indiana,IN,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,827,33.2,3261.3
Indiana,IN,2021,F,Unknown or Not Stated,-9,95,30.6,3085.4
Indiana,IN,2021,M,8th grade or less,1,2014,28.7,3385.2
Indiana,IN,2021,M,9th through 12th grade with no diploma,2,3889,24.7,3197.3
Indiana,IN,2021,M,High school graduate or GED completed,3,11756,26.1,3280.5
Indiana,IN,2021,M,"Some college credit, but not a degree",4,7520,28.0,3301.7
Indiana,IN,2021,M,"Associate degree (AA, AS)",5,3341,29.8,3343.9
Indiana,IN,2021,M,"Bachelor's degree (BA, AB, BS)",6,8773,30.7,3412.2
Indiana,IN,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2792,32.2,3399.2
Indiana,IN,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,890,33.1,3349.9
Indiana,IN,2021,M,Unknown or Not Stated,-9,120,28.9,3115.7
Iowa,IA,2016,F,8th grade or less,1,599,30.2,3340.3
Iowa,IA,2016,F,9th through 12th grade with no diploma,2,1499,24.2,3164.3
Iowa,IA,2016,F,High school graduate or GED completed,3,4670,26.0,3228.3
Iowa,IA,2016,F,"Some college credit, but not a degree",4,3411,27.2,3262.4
Iowa,IA,2016,F,"Associate degree (AA, AS)",5,2522,29.2,3316.0
Iowa,IA,2016,F,"Bachelor's degree (BA, AB, BS)",6,4627,30.3,3374.2
Iowa,IA,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1500,31.8,3360.8
Iowa,IA,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,525,32.6,3291.4
Iowa,IA,2016,F,Unknown or Not Stated,-9,45,29.0,3149.6
Iowa,IA,2016,M,8th grade or less,1,692,30.1,3417.9
Iowa,IA,2016,M,9th through 12th grade with no diploma,2,1599,24.5,3282.2
Iowa,IA,2016,M,High school graduate or GED completed,3,4777,26.1,3343.5
Iowa,IA,2016,M,"Some college credit, but not a degree",4,3546,27.1,3415.8
Iowa,IA,2016,M,"Associate degree (AA, AS)",5,2523,29.3,3453.7
Iowa,IA,2016,M,"Bachelor's degree (BA, AB, BS)",6,4822,30.3,3495.4
Iowa,IA,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1499,31.8,3443.8
Iowa,IA,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,520,32.5,3418.0
Iowa,IA,2016,M,Unknown or Not Stated,-9,27,28.5,3275.7
Iowa,IA,2017,F,8th grade or less,1,643,30.1,3294.3
Iowa,IA,2017,F,9th through 12th grade with no diploma,2,1489,24.7,3171.1
Iowa,IA,2017,F,High school graduate or GED completed,3,4581,26.1,3231.3
Iowa,IA,2017,F,"Some college credit, but not a degree",4,3263,27.5,3282.4
Iowa,IA,2017,F,"Associate degree (AA, AS)",5,2368,29.4,3334.2
Iowa,IA,2017,F,"Bachelor's degree (BA, AB, BS)",6,4469,30.4,3350.9
Iowa,IA,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1423,32.0,3339.2
Iowa,IA,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,524,32.7,3283.4
Iowa,IA,2017,F,Unknown or Not Stated,-9,35,27.7,3296.4
Iowa,IA,2017,M,8th grade or less,1,620,30.2,3400.8
Iowa,IA,2017,M,9th through 12th grade with no diploma,2,1578,24.8,3297.8
Iowa,IA,2017,M,High school graduate or GED completed,3,4825,26.3,3345.6
Iowa,IA,2017,M,"Some college credit, but not a degree",4,3344,27.4,3392.6
Iowa,IA,2017,M,"Associate degree (AA, AS)",5,2485,29.3,3457.2
Iowa,IA,2017,M,"Bachelor's degree (BA, AB, BS)",6,4650,30.5,3486.6
Iowa,IA,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1559,31.9,3487.2
Iowa,IA,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,551,32.6,3427.4
Iowa,IA,2017,M,Unknown or Not Stated,-9,23,28.3,3504.9
Iowa,IA,2018,F,8th grade or less,1,559,30.2,3308.1
Iowa,IA,2018,F,9th through 12th grade with no diploma,2,1505,24.6,3163.2
Iowa,IA,2018,F,High school graduate or GED completed,3,4503,26.3,3210.4
Iowa,IA,2018,F,"Some college credit, but not a degree",4,3078,27.5,3264.3
Iowa,IA,2018,F,"Associate degree (AA, AS)",5,2293,29.4,3286.7
Iowa,IA,2018,F,"Bachelor's degree (BA, AB, BS)",6,4504,30.4,3343.1
Iowa,IA,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1485,32.0,3351.8
Iowa,IA,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,523,32.7,3346.2
Iowa,IA,2018,F,Unknown or Not Stated,-9,34,29.8,3303.3
Iowa,IA,2018,M,8th grade or less,1,645,29.9,3412.0
Iowa,IA,2018,M,9th through 12th grade with no diploma,2,1586,24.8,3283.9
Iowa,IA,2018,M,High school graduate or GED completed,3,4669,26.4,3343.6
Iowa,IA,2018,M,"Some college credit, but not a degree",4,3271,27.4,3373.2
Iowa,IA,2018,M,"Associate degree (AA, AS)",5,2453,29.5,3429.0
Iowa,IA,2018,M,"Bachelor's degree (BA, AB, BS)",6,4558,30.4,3465.3
Iowa,IA,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1551,32.2,3449.5
Iowa,IA,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,524,32.7,3436.6
Iowa,IA,2018,M,Unknown or Not Stated,-9,44,28.7,3378.1
Iowa,IA,2019,F,8th grade or less,1,598,29.8,3300.7
Iowa,IA,2019,F,9th through 12th grade with no diploma,2,1390,25.0,3183.2
Iowa,IA,2019,F,High school graduate or GED completed,3,4545,26.6,3203.9
Iowa,IA,2019,F,"Some college credit, but not a degree",4,3108,27.8,3254.2
Iowa,IA,2019,F,"Associate degree (AA, AS)",5,2274,29.5,3304.7
Iowa,IA,2019,F,"Bachelor's degree (BA, AB, BS)",6,4364,30.6,3351.9
